Nome: BELO HORIZONTE
Codigo Estacao: 83587
Latitude: -19.93444444
Longitude: -43.95222222
Altitude: 915.47
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2005-11-22;4,3;20,7;77,3;2,1;
2005-11-23;3;21,7;84,3;1,2;
2005-11-24;1,3;22;80;1,1;
2005-11-25;3,2;21,3;91;1,5;
2005-11-26;,9;20,9;83,8;1,9;
2005-11-27;2,4;19,7;73,5;1,9;
2005-11-28;3,9;20,2;78,3;3,5;
2005-11-29;3,7;21,1;74,3;2,8;
2005-11-30;3,2;21,4;70,3;1,1;
2005-12-01;3,6;22,9;75,8;,9;
2005-12-02;2,4;23,3;76,3;1,4;
2005-12-03;2,8;20,7;69,3;2,6;
2005-12-04;4,4;20,4;69,8;1,9;
2005-12-05;4,1;22,5;62,3;1,8;
2005-12-06;4,7;21,8;84,3;,8;
2005-12-07;1,8;21,1;72,5;1,3;
2005-12-08;4,5;17,9;79,3;2,4;
2005-12-09;2,4;20;85,5;1,5;
2005-12-10;1,4;23,3;75,3;,8;
2005-12-11;3;20,1;90,3;1,2;
2005-12-12;,6;18,8;86;,7;
2005-12-13;2;19,5;83,5;1,4;
2005-12-14;1,5;19,9;88,8;1,3;
2005-12-15;1,5;22,4;72,3;1,2;
2005-12-16;6,6;22,9;68;1,9;
2005-12-17;3,6;21,7;67,8;3;
2005-12-18;4,8;22,9;67;1,1;
2005-12-19;3,8;23;63,3;,8;
2005-12-20;4,3;25,3;47,3;1,4;
2005-12-21;6,4;24;51,5;1,5;
2005-12-22;6,3;24;49,8;2,9;
2005-12-23;8,5;23,6;51,3;2,7;
2005-12-24;6;25,2;48,5;1,4;
2005-12-25;7,3;23,7;80,8;1,1;
2005-12-26;3,7;19,4;80;2,2;
2005-12-27;2,9;21,4;67,3;1,6;
2005-12-28;4,5;21,9;64;1,4;
2005-12-29;5,7;21,7;66;1,7;
2005-12-30;6,6;21,9;67,3;1,4;
2005-12-31;4,4;23;59,5;2,1;
2006-01-01;5,9;23,9;60,3;1,6;
2006-01-02;5,9;24,1;65,8;,9;
2006-01-03;5,1;23,6;64,3;1,3;
2006-01-04;4;23,7;67;1;
2006-01-05;4,2;21,9;73;1,1;
2006-01-06;2,9;21,9;77;,9;
2006-01-07;2,8;23,7;72,3;2,6;
2006-01-08;4,3;22,6;67,3;1,1;
2006-01-09;5,2;23,7;57;3,1;
2006-01-10;8,7;23,2;57;2,5;
2006-01-11;7,1;22,4;62,5;3,3;
2006-01-12;7;22,6;60,8;2,5;
2006-01-13;6,6;23,4;52,8;2;
2006-01-14;8,2;24,2;53,3;1,8;
2006-01-15;7,5;24,2;56,8;2;
2006-01-16;8,3;24,6;52,8;2;
2006-01-17;8,8;24,5;54,8;1,3;
2006-01-18;8;24,2;51,3;2,3;
2006-01-19;8,3;24,2;54;2;
2006-01-20;8,4;24,3;52;1,8;
2006-01-21;9,1;24;46,8;2;
2006-01-22;9,9;25,4;48;1,3;
2006-01-23;7,2;27;43;,9;
2006-01-24;8,8;28;39,8;2,1;
2006-01-25;10;28,9;36,5;2;
2006-01-26;13,4;29,2;39,5;1;
2006-01-27;11,3;26,6;57,8;2,8;
2006-01-28;6,5;24,5;66,5;,9;
2006-01-29;4,1;22,8;78,3;1,1;
2006-01-30;3;23,1;72,3;1,3;
2006-01-31;3,4;22,9;79,3;1,1;
2006-02-01;3;23,8;67,8;,9;
2006-02-02;4,6;24,9;55,5;1,6;
2006-02-03;7,8;24,2;53,8;1,9;
2006-02-04;7,7;25,1;47,8;1,5;
2006-02-05;8,4;25,2;50;2,8;
2006-02-06;7,2;25,7;45,5;5,1;
2006-02-07;7;27,2;45,5;1,6;
2006-02-08;8,7;27,8;55,3;1,9;
2006-02-09;6,5;26,2;61,8;,7;
2006-02-10;5,3;23,1;78,5;1,2;
2006-02-11;3;23,7;84,8;,6;
2006-02-12;2,4;21,9;78,8;2,3;
2006-02-13;2,6;24,3;66,8;1,3;
2006-02-14;4,6;25;68,8;1,5;
2006-02-15;5,7;26;64;2,1;
2006-02-16;6,2;25;69;2;
2006-02-17;5,5;24,9;58,3;2,3;
2006-02-18;7,1;25,8;51,8;1,5;
2006-02-19;8,9;26,3;50,5;2;
2006-02-20;8,8;26,3;54,8;1,5;
2006-02-21;7,9;26,6;51,5;1,3;
2006-02-22;7,1;25;63,3;2,3;
2006-02-23;6;23,3;75,5;2;
2006-02-24;3,7;23,7;69,3;2,2;
2006-02-25;5,2;25,3;66,3;4,7;
2006-02-26;4,5;23,7;77;1,7;
2006-02-27;2,5;24,6;71,8;,9;
2006-02-28;3,7;24,3;70,8;1,9;
2006-03-01;5,8;23,8;80,8;1,6;
2006-03-02;2,8;24,1;77,5;,6;
2006-03-03;2,6;24,3;77;2,9;
2006-03-04;2,8;24,8;76,8;1;
2006-03-05;3,2;23,4;79;1,7;
2006-03-06;2,2;22,3;82,8;1,4;
2006-03-07;2,6;22,2;80;,7;
2006-03-08;2;24,2;67,5;1,3;
2006-03-09;3,9;23,8;69,3;1,6;
2006-03-10;3,3;24,2;75;1,1;
2006-03-11;3,3;21,7;89,8;,5;
2006-03-12;2,6;22;70;,8;
2006-03-13;4,1;22,3;70;1,9;
2006-03-14;4,5;23,3;72,3;1,5;
2006-03-15;4,3;21,7;83,3;1,3;
2006-03-16;2;21,3;85;1,2;
2006-03-17;1,6;22,2;72,5;1,9;
2006-03-18;2,9;22,2;76,8;1,8;
2006-03-19;3,4;21,4;81,3;2,4;
2006-03-20;2,8;22,5;76;1,5;
2006-03-21;2,5;23,8;68,5;1,5;
2006-03-22;4;23,7;61,8;2,8;
2006-03-23;6,1;23,9;65;1,8;
2006-03-24;7,4;24,6;63,8;1,3;
2006-03-25;6,1;25,4;63;2;
2006-03-26;4,7;23,1;80,8;,8;
2006-03-27;3,4;23,3;61;1,5;
2006-03-28;5,4;23,7;54,8;1,2;
2006-03-29;6,3;24,9;61,5;1;
2006-03-30;4,8;24,1;71,5;,6;
2006-03-31;3,7;22,8;68;1,6;
2006-04-01;5,3;22;69,8;2,1;
2006-04-02;5;23;67;1,2;
2006-04-03;4,1;22,9;67,3;1,7;
2006-04-04;5,1;22;61,5;1,3;
2006-04-05;5;21,7;70;,9;
2006-04-06;4,2;22,4;63,8;1,5;
2006-04-07;4,9;22,2;67,3;2,7;
2006-04-08;4,9;22,6;75;1,4;
2006-04-09;2,5;22,3;76,3;1;
2006-04-10;2,6;23,1;78,8;1,5;
2006-04-11;2,2;24,3;66,3;1,5;
2006-04-12;4;23,6;68,8;1,9;
2006-04-13;4,6;24,5;58,5;1;
2006-04-14;4,8;24,1;58,3;1,1;
2006-04-15;5,7;23,3;63;1,6;
2006-04-16;4,4;24,7;59,8;1,6;
2006-04-17;4,8;21,6;77,8;1,5;
2006-04-18;2,6;17,8;77;2,3;
2006-04-19;2,9;17,7;83;1,9;
2006-04-20;2,4;19,3;70,8;1,5;
2006-04-21;5;20,5;64,8;1,7;
2006-04-22;4,1;21,9;60,8;1,3;
2006-04-23;4,4;23,9;58,3;,7;
2006-04-24;4,5;23,9;57,3;1,4;
2006-04-25;7,2;22,4;64,3;1,6;
2006-04-26;5,1;23,1;57,5;1;
2006-04-27;5,1;23,7;60;1,2;
2006-04-28;5,3;22,6;68;1,6;
2006-04-29;4,7;22;69,3;1,5;
2006-04-30;4,2;21,3;77,5;1,6;
2006-05-01;2,9;22;70,5;1,4;
2006-05-02;2,5;22,6;67;1,4;
2006-05-03;3,5;22,9;59;1,2;
2006-05-04;5,1;22,3;52,3;2,3;
2006-05-05;5,3;21,7;56,5;1,7;
2006-05-06;7,1;20,1;54;1,6;
2006-05-07;5,5;19,7;62,5;1,3;
2006-05-08;5,5;19,4;62,8;1,7;
2006-05-09;4,9;20,5;65,3;1,2;
2006-05-10;4,5;19,4;73,5;2,1;
2006-05-11;3,9;19,2;73;1,4;
2006-05-12;3,8;19,2;52,5;1,1;
2006-05-13;4,7;19,4;53,8;1,3;
2006-05-14;5,5;19,3;61,5;2;
2006-05-15;4,5;19,9;62;1,3;
2006-05-16;3,7;18,6;64;,9;
2006-05-17;5,1;18,1;54,5;2;
2006-05-18;5,7;17,4;51,8;1,5;
2006-05-19;5,4;17,4;50,8;1,2;
2006-05-20;4,4;17,9;53;1,6;
2006-05-21;4,9;19,6;56,3;1,1;
2006-05-22;4;21,5;56;,8;
2006-05-23;5,1;20,7;66,5;1,3;
2006-05-24;4,5;18,9;71,8;1,6;
2006-05-25;3,4;18,6;70,8;1,6;
2006-05-26;3,6;20;63;1;
2006-05-27;3,9;20,5;62,8;1;
2006-05-28;3,5;21,2;57;1,1;
2006-05-29;4,7;21,8;55;1,3;
2006-05-30;5,5;21,1;60,5;1,1;
2006-05-31;5;20,9;55;1,3;
2006-06-01;4,6;21,7;54,5;,6;
2006-06-02;6,3;19;61;2;
2006-06-03;5,4;17,6;59,3;1,6;
2006-06-04;4,8;16,1;57,3;1,8;
2006-06-05;4,2;17,2;55;,9;
2006-06-06;3,9;18,6;57,5;,9;
2006-06-07;4,9;18,7;57,3;1,7;
2006-06-08;5,4;18,5;60,8;2;
2006-06-09;4,9;18,3;67,5;1,6;
2006-06-10;4,3;18,3;69,8;2,2;
2006-06-11;3,5;19,7;55,3;1,7;
2006-06-12;4;20,1;62,3;2;
2006-06-13;5,3;18,1;71;1,2;
2006-06-14;3,7;18,2;59,3;1,6;
2006-06-15;5;17,6;54;,9;
2006-06-16;4,5;19,2;48;1,8;
2006-06-17;7;19,6;54,5;1,9;
2006-06-18;6;18,2;57;1,9;
2006-06-19;5,5;17,8;62,8;2;
2006-06-20;5,4;17,2;64,8;1,9;
2006-06-21;4,7;18,1;63,5;1,6;
2006-06-22;4,2;18,2;72,5;2,9;
2006-06-23;4;19;60,8;1,6;
2006-06-24;5,8;17,9;65,8;2,6;
2006-06-25;5,2;18,2;65,8;2,1;
2006-06-26;3,5;18,7;68,3;1,9;
2006-06-27;3,7;19,8;62,3;1;
2006-06-28;4;16,3;60,5;1,4;
2006-06-29;5,1;15,6;76,8;1,4;
2006-06-30;3,3;17,3;70,8;1,4;
2006-07-01;3,3;17,7;54;2,9;
2006-07-02;5,6;17,3;59,5;2,5;
2006-07-03;3,7;16,9;65;1,1;
2006-07-04;3,2;16,4;71,8;,8;
2006-07-05;2,4;18;56,5;1;
2006-07-06;3,8;17,9;56;1,2;
2006-07-07;5,5;17,8;60,8;1,5;
2006-07-08;null;19;56,3;1;
2006-07-09;4,1;20,5;47,3;,8;
2006-07-10;2,6;21,2;48,8;,7;
2006-07-11;5;20;60,3;1,7;
2006-07-12;5,9;18,5;56;2,6;
2006-07-13;6,4;18,5;57,5;2,2;
2006-07-14;5,6;17,7;55,5;2,1;
2006-07-15;5,5;17,9;56,5;1,6;
2006-07-16;5,6;18,2;53,8;2,6;
2006-07-17;6,4;18,9;57,3;1,5;
2006-07-18;5,1;18;52;2,3;
2006-07-19;4,9;18,7;45,3;1,4;
2006-07-20;5,5;19,3;39;,8;
2006-07-21;6,2;20,2;40,3;1,2;
2006-07-22;6,2;20;41,3;1,1;
2006-07-23;6,5;19,8;41,3;1,1;
2006-07-24;5,8;20,8;35,3;1,2;
2006-07-25;6,6;20,7;45,3;1,3;
2006-07-26;6,4;21;40,3;1,3;
2006-07-27;6,8;21,1;38;1,2;
2006-07-28;7,1;22,4;41;1,2;
2006-07-29;6,6;23,5;41,3;1,2;
2006-07-30;6,9;22;63;1,7;
2006-07-31;4,3;19,3;76,5;1,7;
2006-08-01;2,8;21,1;64;1,7;
2006-08-02;4;21,7;58,8;2;
2006-08-03;5;21,2;65,3;1,2;
2006-08-04;4,2;21,9;59;,9;
2006-08-05;4,3;21,4;57,8;1,4;
2006-08-06;5;21,1;56,5;1;
2006-08-07;5,6;20,7;55,5;1,9;
2006-08-08;6,2;20,9;44;2;
2006-08-09;9,5;21,2;44,5;1,5;
2006-08-10;6;21,9;52,5;,9;
2006-08-11;5,7;21,4;50,3;1,5;
2006-08-12;8,3;20,5;51,3;1,9;
2006-08-13;6,2;21,2;52,5;1,5;
2006-08-14;5;21,1;53;1,7;
2006-08-15;5,1;21,9;51,3;1,4;
2006-08-16;5,7;23,1;45,8;1,4;
2006-08-17;6,6;24,8;38,5;1,6;
2006-08-18;10;22,5;52,5;2,1;
2006-08-19;8,2;23,8;47,3;1;
2006-08-20;6,5;21,8;56;1,5;
2006-08-21;4,2;22,2;30,8;1;
2006-08-22;7,6;18;67;3,1;
2006-08-23;4,8;20,6;54,3;1;
2006-08-24;5,8;22;47,3;2,2;
2006-08-25;8,8;21,3;49,3;2,6;
2006-08-26;7,6;20;57,5;2,7;
2006-08-27;5,2;20,3;61,5;1,1;
2006-08-28;4;19,9;79;1;
2006-08-29;1,6;20,4;68;1,4;
2006-08-30;5,5;16;62,5;2,1;
2006-08-31;5,5;18,2;57,5;1,7;
2006-09-01;6;22;49,5;1,2;
2006-09-02;6,5;18,6;81,3;1,3;
2006-09-03;1,8;21,6;57;1,3;
2006-09-04;5,4;22,9;58,8;1,3;
2006-09-05;4,9;17,8;63;1,8;
2006-09-06;4,2;14,8;67,8;2,3;
2006-09-07;4,3;15,9;66;3,6;
2006-09-08;4,4;18,2;55,5;1,7;
2006-09-09;6,2;18,1;51,3;2,2;
2006-09-10;5,9;20,2;50,8;2,7;
2006-09-11;6,9;21,6;56,3;2,2;
2006-09-12;6,2;21,6;48;1,4;
2006-09-13;7,9;22,3;39,5;1,8;
2006-09-14;9,7;23;38;,8;
2006-09-15;9,2;23,6;40,8;1,3;
2006-09-16;8,5;25,7;38,5;2,2;
2006-09-17;12,3;24,3;45,8;2,1;
2006-09-18;9;22,2;61,3;1,5;
2006-09-19;5,3;20,2;70;2,9;
2006-09-20;5;22,4;67;1,7;
2006-09-21;3,7;21,8;69,3;1,3;
2006-09-22;3,2;21,6;81;,9;
2006-09-23;1,6;23,8;61,5;1,3;
2006-09-24;5,1;21,7;72;1,3;
2006-09-25;4,4;21,3;73,3;2,6;
2006-09-26;4;19,8;72;1,5;
2006-09-27;5,3;18,8;60;3;
2006-09-28;5,8;19,8;52,5;1;
2006-09-29;7,3;22,9;47,5;1,8;
2006-09-30;7,8;22,1;61,5;2,1;
2006-10-01;6,2;21;66,3;3,1;
2006-10-02;4,8;19,9;81;,4;
2006-10-03;2;21,5;70;1,2;
2006-10-04;3,3;24,1;54,5;1,5;
2006-10-05;7,6;23,7;62,3;2,1;
2006-10-06;6,6;23,1;65;2;
2006-10-07;5,7;20,8;83,5;,9;
2006-10-08;1,8;22,3;68,5;1,6;
2006-10-09;4,4;20,9;81,5;1;
2006-10-10;2,8;20,4;65,3;3;
2006-10-11;5,1;21,7;60,8;1,5;
2006-10-12;4,7;23,8;63,8;1,5;
2006-10-13;4,5;23;72,5;1,7;
2006-10-14;3,2;22,7;74,8;1;
2006-10-15;3,3;23,3;65;2,4;
2006-10-16;6,3;23,8;60,3;2,6;
2006-10-17;6,6;24,2;67,8;1,6;
2006-10-18;5,7;23,4;69,8;2,8;
2006-10-19;4,2;21,7;90,5;1,4;
2006-10-20;1,5;21,5;68,5;1,5;
2006-10-21;4,8;19,2;67,3;2;
2006-10-22;5;19,4;68;2,1;
2006-10-23;3,9;17,9;78;1,9;
2006-10-24;3,5;17,9;69,5;3;
2006-10-25;5;20,4;62,5;1;
2006-10-26;4,5;22,6;60,3;,8;
2006-10-27;4,6;25,7;51,3;1,4;
2006-10-28;6,2;23,6;66,8;1,7;
2006-10-29;6,6;23;60;2,1;
2006-10-30;6;24,2;61;1,7;
2006-10-31;6,2;25,3;57,5;1,2;
2006-11-01;5,8;23;76,8;2,6;
2006-11-02;3,2;22,7;83,8;1,3;
2006-11-03;1,9;22,1;81,8;1,4;
2006-11-04;1,8;22,9;80,3;1,7;
2006-11-05;3,1;22,2;72,5;3,6;
2006-11-06;4,7;23,5;74,5;1,1;
2006-11-07;3;22,8;83;,8;
2006-11-08;2,6;22,2;72,8;1,1;
2006-11-09;4,1;20,3;75,8;2,4;
2006-11-10;3,5;16,5;86;2,2;
2006-11-11;1,9;15,7;79;1,7;
2006-11-12;2,4;15,9;75,5;1,9;
2006-11-13;3,2;19;66,3;1,4;
2006-11-14;3,6;19,4;82,3;1,3;
2006-11-15;2,1;21,2;63,5;1,2;
2006-11-16;3,6;23,6;55,5;1,6;
2006-11-17;6,4;24,5;50,8;2,1;
2006-11-18;6,6;24,9;57,5;2,2;
2006-11-19;6,6;24,8;73,5;1,4;
2006-11-20;3,1;23,5;69,3;1,5;
2006-11-21;3,3;23,8;67;1,8;
2006-11-22;4,2;23,8;67,5;1,5;
2006-11-23;5;23,4;73,5;1,9;
2006-11-24;3,9;23,4;66,5;2,4;
2006-11-25;5,8;24,1;60,8;2,5;
2006-11-26;6,9;23,6;72,8;1,4;
2006-11-27;3;23,8;66,3;1,4;
2006-11-28;4;21,9;86,8;1,1;
2006-11-29;1,2;22;86,8;,6;
2006-11-30;1,2;21,4;90;1;
2006-12-01;1,1;21,7;73,5;2,2;
2006-12-02;3,6;21,5;69,5;2,7;
2006-12-03;4,8;23,4;62,8;2,2;
2006-12-04;5,6;24,2;60,3;1,2;
2006-12-05;5,9;22,4;80;,7;
2006-12-06;2,3;24,3;65,3;1,5;
2006-12-07;4,8;22,5;79,3;2,1;
2006-12-08;4,7;21,7;75,3;,8;
2006-12-09;1,4;21,4;90;1,4;
2006-12-10;2,8;22,6;81,8;1,6;
2006-12-11;2;21,5;83,3;2,2;
2006-12-12;2,7;21,2;80,3;1,8;
2006-12-13;2,8;21;86,3;1,8;
2006-12-14;1,7;21,7;80,8;1,5;
2006-12-15;2,4;20,6;89,8;1,2;
2006-12-16;,9;20,6;87,3;1,3;
2006-12-17;1,7;22,8;73,8;1;
2006-12-18;3,7;24,3;61,8;2;
2006-12-19;5,9;24,4;64,3;1,8;
2006-12-20;4,4;23;74,5;1,8;
2006-12-21;3,2;24,7;60,3;1,6;
2006-12-22;4,1;26,5;58,5;1,3;
2006-12-23;6,1;26,9;57;1,3;
2006-12-24;6,9;27,2;46;2;
2006-12-25;7,3;23,6;69,5;1,1;
2006-12-26;3,5;23,9;75;1,4;
2006-12-27;2,4;22,4;86,8;,8;
2006-12-28;1,7;23,8;70,8;1,4;
2006-12-29;4,7;22,6;78,3;2,1;
2006-12-30;3,9;22,8;74,3;2,2;
2006-12-31;4,9;20,7;79,5;1,5;
2007-01-01;4,2;20,7;76,5;2;
2007-01-02;5,7;20,7;85,8;1,1;
2007-01-03;,2;20,6;90,3;1,3;
2007-01-04;,5;20,7;86,8;1;
2007-01-05;1,1;20,7;92;1,1;
2007-01-06;,9;20,9;84,3;,6;
2007-01-07;2,6;24,2;67,5;1,4;
2007-01-08;4;24,6;62,8;1,3;
2007-01-09;4,8;24,3;70,8;1,2;
2007-01-10;2,9;23,9;80,3;,8;
2007-01-11;2,9;24,7;73;1,2;
2007-01-12;3;25,6;65;1,1;
2007-01-13;4,8;23,5;83,5;1,2;
2007-01-14;1,4;22;88,5;1,4;
2007-01-15;1,1;22,8;90,8;1,5;
2007-01-16;1,5;23,1;77,8;1,4;
2007-01-17;3,6;25,4;60,5;2;
2007-01-18;6,1;25,4;60;1,9;
2007-01-19;5,1;26,1;60,3;1,6;
2007-01-20;5,4;24,9;62,8;1,2;
2007-01-21;4,9;25,1;68,3;2;
2007-01-22;3,4;23,8;72,8;,9;
2007-01-23;3,5;21,4;86,5;,8;
2007-01-24;2;22,6;78,3;1,6;
2007-01-25;3,6;22,6;78;1;
2007-01-26;2,7;24;70,5;1,2;
2007-01-27;3,8;22;89,5;,9;
2007-01-28;1,6;23,8;73,8;1,4;
2007-01-29;2,9;21,8;84,5;2;
2007-01-30;1,7;21;92,3;1,9;
2007-01-31;,7;22,2;84,3;1;
2007-02-01;1,6;23;77,8;1,3;
2007-02-02;2,3;23,3;69,5;1,8;
2007-02-03;3,2;22,5;79,5;,9;
2007-02-04;1,8;23,3;76,5;1,4;
2007-02-05;3,1;22,6;80,3;1,6;
2007-02-06;2,2;21,4;85,3;1,9;
2007-02-07;1,4;23;72,8;2,3;
2007-02-08;4,1;23,7;58;1,5;
2007-02-09;7,2;24,2;61,3;2,1;
2007-02-10;7,4;25;54;2,4;
2007-02-11;5,7;26,5;52,8;2,2;
2007-02-12;5,6;20,8;85,8;1,3;
2007-02-13;2,4;19,7;77,5;2,5;
2007-02-14;3,4;20,4;77,8;2,1;
2007-02-15;3,5;22,4;74,8;1,5;
2007-02-16;3,7;24;62,3;1,3;
2007-02-17;5,1;25;65,3;1,6;
2007-02-18;4,3;23,6;73,5;2,1;
2007-02-19;4,3;23,5;72;2,5;
2007-02-20;4,6;23,5;65,5;1,7;
2007-02-21;6,7;23,6;56,3;2,6;
2007-02-22;7,7;23,6;55,5;2,6;
2007-02-23;8,3;24,4;53,8;1,8;
2007-02-24;7,5;23;58;1,8;
2007-02-25;6,3;23,1;59,3;1,8;
2007-02-26;5,3;23,6;66,8;2,4;
2007-02-27;4,4;22,6;63,5;2,1;
2007-02-28;6,2;23,2;56,3;2,2;
2007-03-01;7,6;23,6;55,8;1,9;
2007-03-02;7,7;24,2;56,5;1,6;
2007-03-03;7,5;23,7;59,5;2,7;
2007-03-04;7,6;23,6;56,8;2,4;
2007-03-05;7,5;23,9;51,3;1,5;
2007-03-06;7,1;24,2;60;2,3;
2007-03-07;6,7;24,3;58,5;1,9;
2007-03-08;7,2;23,9;56,5;1,7;
2007-03-09;6,8;24,5;48;1,5;
2007-03-10;6,4;24,3;45,8;2,7;
2007-03-11;6,5;24,2;53,3;2,5;
2007-03-12;7;24,4;54,3;2,4;
2007-03-13;6,3;24,4;53,8;1,2;
2007-03-14;8;24,1;55,5;2,5;
2007-03-15;7,7;24,5;54,3;1,5;
2007-03-16;6,6;26,3;50;1,2;
2007-03-17;6,7;25,6;61,3;,9;
2007-03-18;4,2;22,6;81,8;1,4;
2007-03-19;1,5;24,7;64,8;1,3;
2007-03-20;3,4;23,6;73,8;1,9;
2007-03-21;2,9;24,2;65;1,2;
2007-03-22;4,5;25,8;53,5;2;
2007-03-23;6,7;25,9;54,3;1,5;
2007-03-24;6,8;25;54,5;2,4;
2007-03-25;6,7;25,4;51,8;2,1;
2007-03-26;6,5;25,6;48,5;1,6;
2007-03-27;7,7;25,4;53,5;1,3;
2007-03-28;7,6;25,5;53;1,8;
2007-03-29;7,6;25,7;49,3;1,2;
2007-03-30;7,8;24,3;59,3;1,9;
2007-03-31;6,6;26;51;1,8;
2007-04-01;6,4;26,1;45,5;1,4;
2007-04-02;9,5;24,8;50,5;1,3;
2007-04-03;7,3;24,9;52,8;2;
2007-04-04;7,1;25,9;46,3;1,7;
2007-04-05;6,9;25,7;56,5;1,3;
2007-04-06;5,2;23,2;76,5;1,3;
2007-04-07;4,3;22,9;76;1,9;
2007-04-08;2,9;21,9;74,8;1;
2007-04-09;2,2;22,1;77,5;1,2;
2007-04-10;2;23,1;64,8;1,5;
2007-04-11;4,1;23;63,8;1,6;
2007-04-12;5,4;23,1;62,8;1,6;
2007-04-13;4,6;24;53;1,9;
2007-04-14;7,2;23,1;57,3;1,3;
2007-04-15;6,6;22,6;62;2,1;
2007-04-16;5,7;22,9;63,8;1,2;
2007-04-17;5,2;22,3;63;2,5;
2007-04-18;5,5;22,9;58,8;1,7;
2007-04-19;6;22,7;63;1,8;
2007-04-20;5,7;22,3;66,8;1,4;
2007-04-21;4,7;22;74,3;2;
2007-04-22;2,7;21,4;87,5;,6;
2007-04-23;2;22,4;78,3;1;
2007-04-24;3,3;22,7;66;2;
2007-04-25;4,7;23,1;60,8;2;
2007-04-26;4,8;23,7;60;1,5;
2007-04-27;4,9;23,5;65;2;
2007-04-28;6;18,6;77,3;2;
2007-04-29;2,3;19,9;73,5;1,7;
2007-04-30;3,1;21,5;68,5;1,2;
2007-05-01;3,9;21,7;53,3;1,2;
2007-05-02;5,3;21,5;47,5;,7;
2007-05-03;5,1;22,1;47;1,8;
2007-05-04;7,9;20,8;64,3;1,5;
2007-05-05;5,4;19,8;58,5;1,9;
2007-05-06;5,4;21,1;65,3;1,4;
2007-05-07;4;21,8;61,3;1,9;
2007-05-08;4,2;23,5;52,5;1,3;
2007-05-09;5,7;22,9;63,3;1,5;
2007-05-10;6,1;16,6;63,3;2,8;
2007-05-11;5,1;17;59,3;3,6;
2007-05-12;5,5;19,5;59,8;2,3;
2007-05-13;4,1;20,9;53;1,7;
2007-05-14;5,1;21,5;53,5;1,3;
2007-05-15;5,1;23,1;53;1,1;
2007-05-16;5,6;21,9;63,3;1,8;
2007-05-17;4,3;22,7;56,8;1,7;
2007-05-18;5,7;21,9;55,8;1;
2007-05-19;5,5;21,9;56,3;1;
2007-05-20;6,3;21;64;2;
2007-05-21;4,9;20,8;61,3;2,4;
2007-05-22;5;21,8;59,5;1,6;
2007-05-23;4,5;21,9;62,8;2,5;
2007-05-24;4,6;18,7;72,3;1,3;
2007-05-25;3,2;16,3;53,5;1,8;
2007-05-26;6,1;17;67,3;2,4;
2007-05-27;3,5;18,4;72,5;1,5;
2007-05-28;2;19,6;72,5;,9;
2007-05-29;2,9;20,8;62,5;1;
2007-05-30;3,7;18,3;62,8;1,6;
2007-05-31;5;16;64,3;2,2;
2007-06-01;4,4;17,6;70;1,2;
2007-06-02;2,9;20,3;63;2,2;
2007-06-03;4;20,9;73,8;1,9;
2007-06-04;2,4;18;49,5;,7;
2007-06-05;5;17,9;69,8;1,4;
2007-06-06;2,9;19,2;58;,9;
2007-06-07;3,7;20,5;59,5;,6;
2007-06-08;3,9;21;61,5;1,1;
2007-06-09;4,5;21;56,8;1,6;
2007-06-10;5,1;20,9;57;1,7;
2007-06-11;4,6;20,6;55,5;1;
2007-06-12;5,3;20;50;1,2;
2007-06-13;4,9;20,4;55,8;1;
2007-06-14;4,4;21,5;59,5;1,1;
2007-06-15;4,5;21,6;56;,9;
2007-06-16;4,8;21,4;59;,9;
2007-06-17;5,4;20,8;62,5;2,5;
2007-06-18;5,9;20,3;61,8;1,5;
2007-06-19;6,8;19,8;50,8;2,2;
2007-06-20;8,9;18,1;65,5;2,1;
2007-06-21;5,9;19,3;66,5;2;
2007-06-22;5,5;19,8;58,3;1,2;
2007-06-23;5;19,4;64;1;
2007-06-24;3,9;20,9;56,8;1,1;
2007-06-25;4,8;19,4;56,3;1,7;
2007-06-26;6,4;20,4;59;2,7;
2007-06-27;4,6;19,5;56,8;2;
2007-06-28;5,3;20,4;51,3;1,2;
2007-06-29;4,7;21,3;50,8;1,4;
2007-06-30;6,2;20,5;59,5;1,5;
2007-07-01;4;21,1;49,3;1,5;
2007-07-02;4,2;20,4;50,5;1,1;
2007-07-03;5,9;19,3;52,8;1,9;
2007-07-04;5,7;19,1;58;1,5;
2007-07-05;5;19,3;63,3;1,3;
2007-07-06;4,8;19,2;55,8;1,8;
2007-07-07;4,9;19,2;52,3;1,6;
2007-07-08;6,3;20,1;53,8;2,4;
2007-07-09;5,2;20,3;57,3;1,5;
2007-07-10;5,8;19,9;56,3;1,5;
2007-07-11;5,2;21,4;47,8;1,4;
2007-07-12;6,6;19,6;54,5;2,3;
2007-07-13;6;19,5;50;1,8;
2007-07-14;5,5;19,5;51,8;1,7;
2007-07-15;4,6;21,1;45,5;1,3;
2007-07-16;5,4;22,4;43,5;1,9;
2007-07-17;6,9;20,7;62,5;1,9;
2007-07-18;5,3;21,7;52,5;1,6;
2007-07-19;4,2;20,4;34,5;1,3;
