Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2014-08-22;5,2;0;21,5;44,8;1,5;
2014-08-23;6,3;0;21,4;45;1,2;
2014-08-24;6,8;0;22,5;39,3;1,3;
2014-08-25;9;0;23,7;34,5;1,3;
2014-08-26;10;0;21,6;72;1,7;
2014-08-27;3,2;5,2;16,5;70,5;1,9;
2014-08-28;3,4;0;14,1;83,5;3,5;
2014-08-29;2,8;0;14,5;78,8;2,3;
2014-08-30;2,2;0;16,8;75,8;3;
2014-08-31;2,8;0;18,7;85,3;2,7;
2014-09-01;4,7;10,8;20,5;67;2,1;
2014-09-02;4,5;0;22,4;62;1,8;
2014-09-03;4;17,6;19,3;70,3;2,8;
2014-09-04;3,8;,1;15,4;78,8;5,5;
2014-09-05;3;0;15,9;71,8;3,8;
2014-09-06;4;0;18,2;65;2;
2014-09-07;5;0;20,7;56;2,2;
2014-09-08;6,5;0;21,4;63,5;2,5;
2014-09-09;5,4;0;23,6;37,5;2,3;
2014-09-10;8,8;0;24,5;31,8;3,1;
2014-09-11;10,5;0;22,4;64,3;2,8;
2014-09-12;5,3;0;20,2;70,5;4,7;
2014-09-13;4,4;0;20;64;2,7;
2014-09-14;5,6;0;22,8;50,3;1,5;
2014-09-15;6,9;0;24,3;46,3;3,1;
2014-09-16;9,3;0;18,9;71;3,7;
2014-09-17;3,7;0;17,5;78,3;3,8;
2014-09-18;3,6;0;19,7;76,8;2,5;
2014-09-19;3,2;2;19,4;87,5;2,3;
2014-09-20;2,2;1,2;20,2;80;3,2;
2014-09-21;2,9;4,8;17,6;85,8;2,7;
2014-09-22;2,4;0;16,4;69;4,4;
2014-09-23;3,9;0;19,4;64;2,6;
2014-09-24;5,3;0;21,2;69;3,6;
2014-09-25;6;0;21,4;74,8;2,1;
2014-09-26;4;,1;20,9;84,8;3,3;
2014-09-27;2,2;20,8;18,9;89,3;1,9;
2014-09-28;1,8;0;20,3;82;3;
2014-09-29;1,2;0;23,3;79,8;1,4;
2014-09-30;4;1,3;24,8;58,8;2,6;
2014-10-01;5,8;2;21,9;67,3;3,2;
2014-10-02;6;1,4;16,2;77,5;3,8;
2014-10-03;2,5;,4;14,9;70,8;5,2;
2014-10-04;4,3;0;14,2;62,5;5,5;
2014-10-05;4,7;0;15,3;66,3;4;
2014-10-06;5;0;16,7;62;2,2;
2014-10-07;4,5;0;19,2;65,5;2,2;
2014-10-08;5;0;21;50,3;1,7;
2014-10-09;7,2;0;23,2;43,8;2,1;
2014-10-10;3,1;0;26,3;37,5;1,8;
2014-10-11;14,7;0;24,5;53,3;2,3;
2014-10-12;7,5;0;26,8;39,8;2,2;
2014-10-13;10,1;0;27,9;43;2,2;
2014-10-14;9,4;0;25,3;59,8;1,9;
2014-10-15;5,5;0;21,7;80,3;3,2;
2014-10-16;4,5;0;25,3;60,3;2,8;
2014-10-17;4,8;0;24,2;74,8;3,1;
2014-10-18;4,4;3,8;24,6;56;2,2;
2014-10-19;13,2;0;24,8;59,5;4,2;
2014-10-20;8,1;4,8;20;78,5;2,5;
2014-10-21;2,4;1,4;16,6;74,3;3,7;
2014-10-22;3;0;17,4;77,3;4,2;
2014-10-23;3,5;0;20,4;70,8;2,4;
2014-10-24;3,5;0;21,5;74,8;3;
2014-10-25;3,5;0;21,1;77,5;2,2;
2014-10-26;3,3;0;20,9;82;2,8;
2014-10-27;2,5;11,4;19,8;67,5;3,4;
2014-10-28;7,2;0;19,8;63,3;2,9;
2014-10-29;4,8;0;22,7;54;2,4;
2014-10-30;7,1;0;27;41;2,5;
2014-10-31;9,4;0;26,4;57,8;2,4;
2014-11-01;6,8;5,6;24,2;67,8;2,4;
2014-11-02;4,8;8,2;23,7;72,8;3;
2014-11-03;3,9;0;23,1;79,3;2,1;
2014-11-04;2,8;10,6;22,3;81,8;2,4;
2014-11-05;2,7;24;19,4;88;2,7;
2014-11-06;1,3;3,8;21;79,5;3,1;
2014-11-07;2,2;0;23,8;68,3;2,4;
2014-11-08;4,5;9,8;21,1;73,5;3,7;
2014-11-09;4,2;2,7;20,6;75,5;3,5;
2014-11-10;3,1;0;20,5;63,8;4,9;
2014-11-11;5;0;20,6;67,5;3,6;
2014-11-12;4,6;0;22,8;62,8;1,1;
2014-11-13;4;0;22,2;85,3;3,8;
2014-11-14;3;6;16,6;85,8;3,6;
2014-11-15;2,5;,2;18,2;72,5;4,2;
2014-11-16;4,3;0;18,4;63,5;4,4;
2014-11-17;4,7;0;17,2;70,5;3,9;
2014-11-18;4,9;0;19,3;67,5;4;
2014-11-19;4,8;0;22,1;56,3;1;
2014-11-20;6,5;0;22,5;70,8;1,9;
2014-11-21;5;0;24,9;57,3;2,8;
2014-11-22;5,7;,1;24,3;64,3;2,4;
2014-11-23;4,9;0;21,6;81,3;2,9;
2014-11-24;1,9;2,7;22,6;78,8;4,2;
2014-11-25;1;0;23,5;78,5;1,3;
2014-11-26;3,3;35;22,9;84;2,5;
2014-11-27;2,3;8,8;21,4;80,8;3,1;
2014-11-28;2,8;0;20,8;73;3,3;
2014-11-29;4;0;20,6;77;3;
2014-11-30;3,5;0;21,5;76;2,3;
2014-12-01;3,2;2,2;23,9;70;2,1;
2014-12-02;4;1;24,4;48,3;3,6;
2014-12-03;8,1;0;25,9;52,3;2,7;
2014-12-04;7,4;0;20,2;83;3;
2014-12-05;1,5;4,3;17,9;79,3;3,3;
2014-12-06;2,8;0;21,8;69,8;2,9;
2014-12-07;3,5;0;23,8;58;1,9;
2014-12-08;5,2;0;25,2;62,3;3,6;
2014-12-09;6,5;0;24,3;75,8;2,2;
2014-12-10;3,5;3,4;22,6;85,8;1,5;
2014-12-11;3,5;16,6;23,8;75;2,2;
2014-12-12;3;1,8;23,4;80,5;1,7;
2014-12-13;2,5;27,6;21,1;84,3;3;
2014-12-14;3;0;20,7;80;2,5;
2014-12-15;2;8;19,3;65,5;4,1;
2014-12-16;5,4;0;20,1;69,5;3,9;
2014-12-17;4,6;0;22,3;60,8;3,1;
2014-12-18;5;0;24,6;54,8;1,9;
2014-12-19;6;0;23,6;78;2,3;
2014-12-20;3;9,8;24,2;66,8;2,3;
2014-12-21;6;0;25,8;67,8;4,1;
2014-12-22;7;0;23,8;81,3;2,9;
2014-12-23;2,6;54,4;19,3;92,5;2,6;
2014-12-24;,9;30,8;19,4;84,3;2,8;
2014-12-25;1,7;0;23,2;87,3;1,8;
2014-12-26;2,9;27,6;25,1;72,8;2,1;
2014-12-27;4;0;27,8;52,8;1,7;
2014-12-28;4,9;0;28,7;42,5;2,3;
2014-12-29;9,2;,5;24,8;71;3;
2014-12-30;3,4;15,1;25,2;59,5;2,5;
2014-12-31;3,4;0;26;60,3;3,7;
2015-01-01;3,4;0;27,3;58,8;3,1;
2015-01-02;3,3;0;27;61,5;3,1;
2015-01-03;3;0;24,8;78,8;4,1;
2015-01-04;2;1,2;24;73;2,3;
2015-01-05;2,8;0;23,8;80,5;3,1;
2015-01-06;2;12,2;23,8;70;2,1;
2015-01-07;2,7;0;24;73,5;3;
2015-01-08;3,3;48,6;24,9;65,8;,8;
2015-01-09;2,5;4,4;28,2;59;2;
2015-01-10;3,5;0;26,8;62;2,2;
2015-01-11;3,1;3,4;27,6;67,3;2,6;
2015-01-12;2,7;0;26;61,5;1,4;
2015-01-13;2,9;,8;25,5;58,3;2,1;
2015-01-14;2,6;1,6;26;66,3;2,1;
2015-01-15;2,9;3;25,9;72,8;3,3;
2015-01-16;3;2;26,5;70,3;1;
2015-01-17;4,5;0;28,9;51,8;1,5;
2015-01-18;7,9;0;28,3;63,5;1,7;
2015-01-19;5,6;3,7;28,2;56;2,4;
2015-01-20;6,8;,6;27,7;60,5;,8;
2015-01-21;2;0;25,3;72,3;3,4;
2015-01-22;2,2;31;21,7;78,3;3,6;
2015-01-23;2,8;3,6;21;80,8;2,6;
2015-01-24;2,7;13;23,1;77,5;2,6;
2015-01-25;3,7;0;24,4;63;3,3;
2015-01-26;5,6;20,8;22,4;74,5;1;
2015-01-27;3,9;1,2;23,6;80;1;
2015-01-28;3,6;4,9;25,7;62,8;2,4;
2015-01-29;5,7;0;25;66;4,1;
2015-01-30;6,3;0;22,8;82,8;3,6;
2015-01-31;2,9;,2;21,6;83,5;3,1;
2015-02-01;2,1;0;24,2;80,3;3,1;
2015-02-02;2,3;4,5;22,5;85,8;2,3;
2015-02-03;2,2;1,6;23,2;70,3;1,2;
2015-02-04;3,5;3,2;22,1;76,3;1,3;
2015-02-05;2;5,6;20,3;87,3;2;
2015-02-06;1,4;18,4;21,1;88,5;1,8;
2015-02-07;2,6;16,7;21,9;71,8;1,6;
2015-02-08;2,8;10,4;22,8;75;2;
2015-02-09;2,5;0;24;75,8;1,8;
2015-02-10;4,2;32,2;23,9;80,5;2,8;
2015-02-11;3;2,2;25,4;69,5;1,5;
2015-02-12;5,3;0;27,7;59,5;2,9;
2015-02-13;4,1;0;25,5;74;2,2;
2015-02-14;5,2;0;24,3;73,3;2;
2015-02-15;3,2;17,4;22,9;77,5;2,6;
2015-02-16;5,8;22,7;21,6;86;1,3;
2015-02-17;2,5;85,3;22,8;81;1,9;
2015-02-18;3;13,4;22,2;79,3;2,8;
2015-02-19;2,5;2,4;23,9;71;4,7;
2015-02-20;4,2;0;24,7;73,5;3,1;
2015-02-21;3,8;0;25,2;67,5;3;
2015-02-22;4,7;0;24,4;66,3;3;
2015-02-23;5,3;0;25,4;67,8;2,8;
2015-02-24;4;0;24,3;66,8;1,8;
2015-02-25;4,5;2;22,2;83;1,2;
2015-02-26;2,2;34,4;24,1;67,5;1,9;
2015-02-27;6;,6;24,6;63,5;2,5;
2015-02-28;6,5;0;22,4;75,8;3,6;
2015-03-01;3,2;3;21,3;72,3;3,6;
2015-03-02;4,1;0;22,2;67,5;3,3;
2015-03-03;4,7;0;23,2;69,8;2,5;
2015-03-04;4,5;0;23,7;71,8;2,2;
2015-03-05;3,4;0;24,4;63,3;1,5;
2015-03-06;6,1;0;22,6;83,8;2;
2015-03-07;2,5;38,2;21,9;93,8;1,4;
2015-03-08;1,5;69,2;22,2;84;2,5;
2015-03-09;1,5;77;21,4;86;2,7;
2015-03-10;1,8;9,7;23,1;83,5;2,2;
2015-03-11;4,7;9,5;22,9;81,3;2,7;
2015-03-12;3,3;1,2;22,3;77,5;1,9;
2015-03-13;2,5;0;22,3;82,5;1,2;
2015-03-14;2;12,2;22,9;79;,5;
2015-03-15;2,5;,3;22,1;86;2,7;
2015-03-16;1,3;22,4;21,9;77;,8;
2015-03-17;2,2;24,2;21,9;76,8;2,7;
2015-03-18;2,7;0;21,2;83,3;2,9;
2015-03-19;2,3;3,2;21,8;89;2,2;
2015-03-20;1,9;7,4;21,6;89,3;2,7;
2015-03-21;1,1;14,7;20,9;85,3;2,2;
2015-03-22;2,5;1,7;19,7;94,8;2,2;
2015-03-23;1;19,2;19,9;76,3;2,7;
2015-03-24;3,7;0;21;73,5;3,6;
2015-03-25;3,4;0;21,6;71,8;3,1;
2015-03-26;3,4;0;23;68,3;1,6;
2015-03-27;5,5;0;23,3;64;,5;
2015-03-28;4,9;0;23,3;71,3;2,1;
2015-03-29;4,4;0;22,1;80,3;1,9;
2015-03-30;1,5;18,6;22,5;81,3;1,1;
2015-03-31;2,5;1;23,1;77,8;3,1;
2015-04-01;4,7;0;22,5;70,5;2,8;
2015-04-02;3,8;0;20,9;68,3;2,7;
2015-04-03;4,3;0;21;75,8;3,6;
2015-04-04;3,6;0;22,4;73,3;2,1;
2015-04-05;3,4;0;22,8;73,3;2,9;
2015-04-06;4;0;21,4;84;4,3;
2015-04-07;4,4;7,1;17,4;82,3;2,7;
2015-04-08;3,1;,4;18,7;74,8;3,2;
2015-04-09;2,9;0;19,4;78;2,5;
2015-04-10;2,9;0;20,5;74;3;
2015-04-11;3,2;0;21,7;71,8;1,7;
2015-04-12;3,5;0;19,9;76,5;1,9;
2015-04-13;3;0;20,9;76;1,9;
2015-04-14;3;0;21,7;71,8;3;
2015-04-15;3,2;0;21,9;79,8;2,2;
2015-04-16;2,8;25,4;21,3;87;1,9;
2015-04-17;2;37,2;21,4;76,5;2,6;
2015-04-18;3;0;23,4;72,8;2,3;
2015-04-19;3,7;0;22,5;84,3;1,1;
2015-04-20;1,8;20,2;24;74,5;1,8;
2015-04-21;3,6;0;22,5;87,5;3;
2015-04-22;1,9;2,4;20,1;89,5;1,6;
2015-04-23;1,6;14,6;21,2;82,3;2,2;
2015-04-24;1,9;0;22,5;75,3;2,1;
2015-04-25;2,2;0;19,2;74,8;3,6;
2015-04-26;4,6;,8;19;79,3;3,4;
2015-04-27;3,1;0;19,8;74,3;2,3;
2015-04-28;2,9;0;20,3;74;2,5;
2015-04-29;3,6;0;18,7;79;3;
2015-04-30;2,6;0;16,2;80;4,2;
2015-05-01;2,2;0;17,3;77;2,7;
2015-05-02;2,3;0;19,3;83;1,6;
2015-05-03;4,5;0;21;69;2,1;
2015-05-04;5,5;1;20;85,3;3;
2015-05-05;1,5;9,9;18,1;85,5;2,9;
2015-05-06;2;0;17,8;84,3;3;
2015-05-07;2;0;17,8;79,8;4;
2015-05-08;2,5;0;16,1;73,5;2,9;
2015-05-09;2,5;0;18;75,5;1,7;
2015-05-10;2,8;0;16,9;91;2,4;
2015-05-11;1,3;22,2;17,9;81,5;3;
2015-05-12;2,4;0;17,1;80,5;3;
2015-05-13;2;2,8;16,3;82,8;3,2;
2015-05-14;2;0;16,7;81,8;2,8;
2015-05-15;3;0;16,8;79,8;3,4;
2015-05-16;1,5;0;17,2;76,8;2,2;
2015-05-17;3;0;18,3;82;1,7;
2015-05-18;2,1;0;18,6;84,5;2,2;
2015-05-19;2;0;18,6;86,5;3,5;
2015-05-20;1,6;,2;18,7;79,3;2,8;
2015-05-21;2,3;0;19,5;78,8;1,4;
2015-05-22;2,8;0;20,3;77,5;1,7;
2015-05-23;2,7;0;19,9;72,3;1,9;
2015-05-24;5;0;21,8;65,3;2,5;
2015-05-25;4;0;22,1;73;1;
2015-05-26;4;0;21,3;81;2,2;
2015-05-27;2,1;0;22,9;65;2,5;
2015-05-28;5,4;1,8;18,6;83,5;3,6;
2015-05-29;2;7,2;17,7;70;1,4;
2015-05-30;3,3;0;17,5;58,3;1,4;
2015-05-31;4;5,6;16,3;94;1,2;
2015-06-01;,7;2,2;16,3;93,5;,5;
2015-06-02;,9;,5;16;87,5;2,9;
2015-06-03;1,2;0;17,9;82,8;2,4;
2015-06-04;1,6;0;18,4;82,3;1,1;
2015-06-05;1,6;0;18,3;78,5;1,5;
2015-06-06;2,5;0;19,7;67,5;2,2;
2015-06-07;4,1;0;20,6;65;2,1;
2015-06-08;3,6;0;20,9;66;1,7;
2015-06-09;4,3;0;20,3;61,8;1,4;
2015-06-10;4,3;0;20,5;56,3;2,4;
2015-06-11;7,7;0;22,7;47,5;2,4;
2015-06-12;6,5;0;18,8;85,5;3,2;
2015-06-13;1,5;0;21,1;59,5;2,2;
2015-06-14;7;0;22,8;58,3;3,8;
2015-06-15;7,6;0;16;91,8;3;
2015-06-16;1;9;14,8;84,8;3;
2015-06-17;1,7;0;19,8;77,8;1,8;
2015-06-18;2,2;0;19,9;74;3,7;
2015-06-19;4;3,8;14,7;86,5;4,3;
2015-06-20;1,9;0;15,8;73;4,3;
2015-06-21;3;0;17,3;76;1,4;
2015-06-22;2,1;0;18,5;69,8;2,7;
2015-06-23;4;0;19;69,5;1,6;
2015-06-24;3,4;3,8;14,5;89,3;4,5;
2015-06-25;1,9;1;14,7;78,5;4,8;
2015-06-26;2,1;0;15,3;76,5;3;
2015-06-27;2,8;0;15,3;74,3;2,3;
2015-06-28;2,3;0;15,5;71,8;2;
2015-06-29;2,8;0;17,2;65,5;2,4;
2015-06-30;3,7;0;19,4;61,3;3;
2015-07-01;5,5;0;17,8;87,8;1,4;
2015-07-02;1,5;1,6;17,2;87,8;2,5;
2015-07-03;1,5;17,8;17,5;88;2,3;
2015-07-04;1,5;15,2;14,9;86,5;1,9;
2015-07-05;1,7;4,4;12,9;84;1,9;
2015-07-06;1,5;0;15,8;77;2,5;
2015-07-07;2,2;0;16,8;89,8;2;
2015-07-08;,6;4,5;17;84,3;3,2;
2015-07-09;3;0;17,5;72,5;4,6;
2015-07-10;3,3;0;19,2;74;1,9;
2015-07-11;2,9;0;17,5;84;2,4;
2015-07-12;1,6;3;20,3;67,5;2,6;
2015-07-13;3,9;0;22,1;55,5;3;
2015-07-14;7,8;0;23,3;49,8;2,5;
2015-07-15;5,8;0;20,2;69,3;,8;
2015-07-16;3,4;0;19,9;74,3;1,4;
2015-07-17;2,3;0;19,1;73;1,6;
2015-07-18;2,9;0;20,2;66,8;1,5;
2015-07-19;3,3;0;20;51,8;3,2;
2015-07-20;6,5;0;20,6;54,8;2,6;
2015-07-21;6,7;0;16,7;74;2,8;
2015-07-22;2,5;0;14,5;81,8;2,4;
2015-07-23;1,7;0;17;80,3;3,6;
2015-07-24;1,9;0;18,5;78,8;2,8;
2015-07-25;3,2;16,6;15,9;92,8;1,7;
2015-07-26;1,3;2;16,8;75,3;1,8;
2015-07-27;2,7;0;16,6;68;2,2;
2015-07-28;4,2;0;16,5;65,5;1,6;
2015-07-29;3,8;0;16,2;69,8;1,8;
2015-07-30;7;0;16,8;79,5;,5;
2015-07-31;,7;0;19,2;65,8;,8;
2015-08-01;2,8;0;19,8;54,8;,5;
2015-08-02;5,7;0;20,1;53,8;,6;
2015-08-03;4,2;0;21,2;45,8;2,7;
2015-08-04;9,4;0;21;48,3;,8;
2015-08-05;5,7;0;21;52,5;,5;
2015-08-06;5,5;0;21,1;49;1,7;
2015-08-07;5;0;22,1;50,8;2,2;
2015-08-08;6;0;21,2;55,5;2,2;
2015-08-09;5,6;0;19,6;72;3,9;
2015-08-10;2,9;0;21,2;63;2,9;
2015-08-11;4,5;0;19,6;66,5;2,5;
2015-08-12;3,7;0;20,1;61,3;1,6;
2015-08-13;4,3;0;20,4;57,8;1,8;
2015-08-14;5;0;20,9;58;1,3;
2015-08-15;5;0;21,4;50,8;,8;
2015-08-16;6;0;20,6;61,5;1,3;
2015-08-17;4,7;0;21,6;48;1,6;
2015-08-18;5,7;0;21,3;51,5;1,5;
2015-08-19;7,8;0;20,7;61,8;6,9;
2015-08-20;7,2;0;16,2;80,5;2,7;
2015-08-21;2,2;1;16,8;72,3;1,8;
2015-08-22;2,9;0;18,1;76,8;1,5;
2015-08-23;2,4;0;20,2;64;1,5;
2015-08-24;6;0;17;86;3,1;
2015-08-25;1,9;2,4;17;85,5;1,4;
2015-08-26;1,3;,6;18,9;74,3;2,5;
2015-08-27;2,4;2,6;16,1;89,3;3,8;
2015-08-28;1,4;25;16,3;76,8;3,1;
2015-08-29;3,2;0;18,5;71,8;2,6;
2015-08-30;2,5;0;22,5;53,8;,8;
2015-08-31;4,9;0;24,5;44,5;,5;
2015-09-01;7,4;0;21,4;73,3;3,4;
2015-09-02;4,2;,4;16,1;81,5;3,1;
2015-09-03;2;0;19,3;64,5;2,8;
2015-09-04;2,5;0;16,7;86;2;
2015-09-05;2,3;2,4;16,1;74,3;2,9;
2015-09-06;2,5;0;16,5;83,3;1,6;
2015-09-07;,9;,1;18,7;87;1,7;
2015-09-08;1,4;23,6;17,1;96,5;2,1;
2015-09-09;1,3;58;18,8;78;1,4;
2015-09-10;2,1;0;18,9;79;3,1;
2015-09-11;2,8;31,8;16,9;88;4,2;
2015-09-12;1,8;27,6;14;88,8;2,5;
2015-09-13;,6;0;14,2;87,5;3,1;
2015-09-14;1,4;,2;16,5;80,3;2,9;
2015-09-15;2,3;0;21,2;75;1,9;
2015-09-16;3;0;25,2;53,5;3,2;
2015-09-17;7,9;0;27,3;43;2,6;
2015-09-18;8,1;0;28,1;44,8;,9;
2015-09-19;7,3;0;28;41,5;1,8;
2015-09-20;9,3;0;23,6;69,3;2,1;
2015-09-21;4,9;0;24,7;46,8;1,6;
2015-09-22;8,8;0;25,7;38;1,3;
2015-09-23;6;0;26,1;35,8;1,9;
2015-09-24;11;0;28,3;34,3;1,6;
2015-09-25;12,5;0;23,2;74,8;3;
2015-09-26;3,4;28,6;20,6;85,8;2;
2015-09-27;1,6;1,8;22,3;79,3;2,3;
2015-09-28;4;27,2;21,2;80,8;1,9;
2015-09-29;3;0;21,8;70,5;2,4;
2015-09-30;4,2;0;21,5;81,5;2,5;
2015-10-01;2,8;7,6;21;81;2,8;
2015-10-02;2,6;0;24,7;68,8;1,9;
2015-10-03;4,4;25;20,3;80;1,1;
2015-10-04;3,1;,2;18,6;82,8;2,8;
2015-10-05;2,1;0;17,4;77,5;3,5;
2015-10-06;2,6;0;18,3;79,3;3,6;
2015-10-07;2,7;0;24,5;60,5;2,9;
2015-10-08;5,5;0;26,6;43,5;2,8;
2015-10-09;8;0;24,5;62,8;1,6;
2015-10-10;5;,3;23,1;69;2,1;
2015-10-11;4,6;0;22,5;72;2,5;
2015-10-12;3,4;0;22,8;61,5;2,3;
2015-10-13;4,6;2,4;21,4;79,5;2,8;
2015-10-14;2,6;0;23,6;71;2,8;
2015-10-15;3,6;0;28,1;37,8;2,7;
2015-10-16;11,2;0;26,2;67,5;2,9;
2015-10-17;11;0;21,2;76,3;4,7;
2015-10-18;3;,1;16,8;82,3;4,3;
2015-10-19;2,3;0;19,9;77,3;1,9;
2015-10-20;2,7;0;26,3;55;2,6;
2015-10-21;9,7;0;24,6;64,5;4,4;
2015-10-22;5,5;14,6;19,9;86,3;3,8;
2015-10-23;2,8;13,4;20,5;79,5;2,8;
2015-10-24;1,5;0;17,9;84,5;3,6;
2015-10-25;2,2;0;17,6;84,5;3,2;
2015-10-26;1,3;28,4;20,9;79,3;2;
2015-10-27;2,7;,1;22;82,3;1,6;
2015-10-28;2;0;20,4;84,3;3,3;
2015-10-29;2;0;20,6;77;4,4;
2015-10-30;3,5;0;23,9;63,8;3,4;
2015-10-31;6,2;0;23,2;71,3;3,1;
2015-11-01;4,4;27,2;20,2;93,3;2,4;
2015-11-02;,9;39,6;21,8;91,5;2;
2015-11-03;1,9;3,4;21,9;83,8;2,9;
2015-11-04;2,3;6,8;21,5;84,3;1,9;
2015-11-05;2;39,3;21,8;84;2,2;
2015-11-06;2,1;0;19,8;90,8;2,7;
2015-11-07;1,1;1,2;18,3;88,5;2,9;
2015-11-08;1,4;,6;20,2;86,3;2,7;
2015-11-09;1,8;4,4;23;84,3;1,5;
2015-11-10;2,2;10,4;23,7;73,8;1,4;
2015-11-11;3,5;0;26,2;65;,7;
2015-11-12;4,8;0;23,8;75;2,6;
2015-11-13;2,7;0;22,8;82;2,5;
2015-11-14;1,4;16,4;25,1;66,8;4,1;
2015-11-15;,8;8;23,1;76,5;1,9;
2015-11-16;,8;0;21,2;81,3;3,3;
2015-11-17;,3;0;21,8;83,8;2,9;
2015-11-18;,4;14,1;25,5;60,3;2,6;
2015-11-19;6;0;26,2;70,3;3;
2015-11-20;5,3;6,8;23,3;72,3;5,8;
2015-11-21;5,2;7,2;19,4;83,5;2,7;
2015-11-22;2,3;0;22,3;72,3;2,5;
2015-11-23;2,5;13,6;20,8;92,5;1,9;
2015-11-24;1;7;21,4;80,5;2,1;
2015-11-25;2,3;,4;21,3;85;1,4;
2015-11-26;1,7;0;22,3;73,8;2,9;
2015-11-27;3,3;0;22,3;73,3;2,5;
2015-11-28;5;0;23,7;78,8;2,5;
2015-11-29;2,2;17,4;22,4;89,8;2,5;
2015-11-30;1,7;23,4;19,1;86,5;2,7;
2015-12-01;1,8;0;20,1;83;3,1;
2015-12-02;1,9;0;22,1;80,5;3,1;
2015-12-03;2,6;0;22,4;80;2,6;
2015-12-04;2,5;0;22,8;79;2,2;
2015-12-05;2,8;,1;24,8;70,3;3,5;
2015-12-06;5;,1;23,1;82,3;1,7;
2015-12-07;1,9;47,8;20;84,3;2,5;
2015-12-08;2,2;0;21,7;81,3;2,8;
2015-12-09;3,2;0;24;73,5;2,8;
2015-12-10;4,3;0;24;69;4,7;
2015-12-11;4,7;0;24;72;3,1;
2015-12-12;4,1;0;23,9;82,3;1,9;
2015-12-13;3,2;12,2;24,5;65,5;1,9;
2015-12-14;4,5;2;26,3;60;2,2;
2015-12-15;6;4;25,7;66,5;3,6;
2015-12-16;6,2;1,5;22;84,5;3,1;
2015-12-17;2,4;0;23,3;78;2,7;
2015-12-18;3,1;,1;26,4;56,5;2,2;
2015-12-19;8,4;1,3;23,7;78;3,9;
2015-12-20;3,9;8,4;22,8;88;2,3;
2015-12-21;2,5;27,2;23,1;83,8;2,3;
2015-12-22;3,5;43;24,6;74,3;1,9;
2015-12-23;4,7;3;27,5;61,5;2,8;
2015-12-24;5,3;3,4;24,7;75,8;1,2;
2015-12-25;4,5;39;23,6;77,5;1,5;
2015-12-26;4,1;94,8;23,3;79,5;1,5;
2015-12-27;2,4;13,6;24;78;2,8;
2015-12-28;4;0;22,6;86,8;2,5;
2015-12-29;2,5;10,3;21,7;87,8;3;
2015-12-30;2,3;6,3;21,4;78;2,4;
2015-12-31;5,5;0;24,8;69;4,4;
2016-01-01;5,5;0;24,1;76,8;2,6;
2016-01-02;2,7;49,8;22,9;88,3;2,8;
2016-01-03;2,1;2,6;21,5;88,8;4,2;
2016-01-04;2,5;,3;21,5;74,5;4,4;
2016-01-05;4,5;0;23;66,5;2,3;
2016-01-06;4,5;0;23,8;67,5;2,9;
2016-01-07;4,8;0;25,2;57,5;1,4;
2016-01-08;6,4;0;25,9;62,8;2,5;
2016-01-09;5,3;0;24,3;83,8;1,8;
2016-01-10;3,5;28,2;23,7;83,5;2,6;
2016-01-11;2,5;8,6;22,4;85;3,7;
2016-01-12;2;8;22,8;89;2,1;
2016-01-13;2,2;,6;24,6;85;2,1;
2016-01-14;2,4;2;22,9;95;1,9;
2016-01-15;1,4;29,4;20,6;91;2,9;
2016-01-16;1,2;5,8;21;75;3,1;
2016-01-17;3,5;0;20,9;69;4,1;
2016-01-18;5;0;19,9;85;3,1;
2016-01-19;4,4;0;19,8;69;4,6;
2016-01-20;3,5;0;19,8;84;2,9;
2016-01-21;2,7;0;20,7;71;4,1;
2016-01-22;5,1;0;20,1;79;3,3;
2016-01-23;3,5;0;21,6;80;2,7;
2016-01-24;3,6;0;22,3;89;1,7;
2016-01-25;3,1;3;24,8;85;0;
2016-01-26;4,8;0;25,3;66;4;
2016-01-27;6,2;,4;23,5;89,3;2,9;
2016-01-28;2;35;23,7;75,8;2,9;
2016-01-29;3,6;0;24,7;71,8;2,3;
2016-01-30;3,2;2,2;26,2;63;2,4;
2016-01-31;3,2;0;28,2;40,3;1,9;
2016-02-01;7;0;27,7;54,8;2,3;
2016-02-02;8,3;0;25,6;79;1,6;
2016-02-03;9,2;4,8;25,1;74;2,5;
2016-02-04;,8;3;25;76;2,3;
2016-02-05;2,3;0;25,3;84;1,9;
2016-02-06;4,9;4,4;23,6;86;2,2;
2016-02-07;3,2;14,8;24,4;81;2,2;
2016-02-08;3,5;0;24,9;82;1,7;
2016-02-09;4,3;48;27,1;63;2,4;
2016-02-10;7,2;0;26,4;71;1,9;
2016-02-11;5,2;,1;23,6;83;3,6;
2016-02-12;2,8;0;22,4;73;3,7;
2016-02-13;5,6;0;23,6;78;2,5;
2016-02-14;3,8;0;26,9;70;2,3;
2016-02-15;6,1;0;24,5;80;2;
